question,intent,lang
15. Quels sont les livres sur la technologie publiés en 2022 que je pourrais lire ?,2022_publications,amz
16. Y a-t-il un livre sur l'économie sorti en 2022 qui est important de comprendre ?,2022_publications,amz
17. Avez-vous une liste des publications d'art et culture sorties en 2022 ?,2022_publications,amz
18. Pouvez-vous me donner la liste des romans historiques publiés en 2022 ?,2022_publications,amz
19. Quels sont les livres sur l'éducation publiés en 2022 que je pourrais lire ?,2022_publications,amz
20. Y a-t-il un livre sur le thème de la justice sorti en 2022 qui est important de lire ?,2022_publications,amz
Voici les 11 questions :,soft_skills_catchup,fr
1. Quels sont vos objectifs pour améliorer votre communication avec l'équipe ?,soft_skills_catchup,fr
2. Comment gérez-vous le stress au travail ?,soft_skills_catchup,fr
3. Pouvez-vous partager un moment où vous avez dû résoudre un conflit dans une équipe ?,soft_skills_catchup,fr
4. Qu'est-ce qui vous rend motivé(e) pour atteindre vos objectifs ?,soft_skills_catchup,fr
5. Avez-vous des stratégies pour gérer votre temps de manière efficace ?,soft_skills_catchup,fr
6. Comment gérez-vous les rétroactions constructives ?,soft_skills_catchup,fr
7. Pouvez-vous donner un exemple d'une situation où vous avez pris le leadership ?,soft_skills_catchup,fr
8. Quels sont les moyens que vous utilisez pour booster votre confiance en soi au travail ?,soft_skills_catchup,fr
9. Avez-vous des conseils à partager sur la façon de travailler efficacement avec une équipe dispersée ?,soft_skills_catchup,fr
10. Comment gérez-vous vos priorités lorsqu'il y a plusieurs tâches urgentes à accomplir ?,soft_skills_catchup,fr
11. Qu'est-ce qui vous rend fier(se) du travail que vous faites ?,soft_skills_catchup,fr
"Here are the 9 different questions in English corresponding to the intent ""soft_skills_catchup"":",soft_skills_catchup,en
1. How can I improve my time management skills?,soft_skills_catchup,en
2. What's a good way to handle constructive criticism at work?,soft_skills_catchup,en
3. Can you give me some tips on how to be more assertive?,soft_skills_catchup,en
4. How do I prioritize tasks when feeling overwhelmed?,soft_skills_catchup,en
5. Is there a way to effectively communicate with difficult colleagues?,soft_skills_catchup,en
6. What are the best ways to build strong relationships with coworkers?,soft_skills_catchup,en
7. How can I stay motivated and focused during long projects?,soft_skills_catchup,en
8. Can you suggest some strategies for dealing with office politics?,soft_skills_catchup,en
9. What's the most effective way to give feedback without hurting someone's feelings?,soft_skills_catchup,en
Voici les 10 questions en arabe :,soft_skills_catchup,ar
1. ما هو أهمية التimers في التواصل مع الآخرين؟,soft_skills_catchup,ar
2. كيف تتعامل مع النقد من زملاء العمل؟,soft_skills_catchup,ar
3. ما هي أبرز صفات الشخصية التي تجعلنا ننجح في مهامنا؟,soft_skills_catchup,ar
4. كيف نستخدم اللغة لتحقيق الأهداف في مكان العمل؟,soft_skills_catchup,ar
5. ما هو دور الإмпاثيا في بناء علاقات عمل？,soft_skills_catchup,ar
6. كيف نتعامل مع الضغط والقلق في مكان العمل؟,soft_skills_catchup,ar
7. ما هي أهمية التميز الشخصي في مهامنا اليومية؟,soft_skills_catchup,ar
8. كيف نستخدم الوقت بشكل فعال لتحقيق الأهداف؟,soft_skills_catchup,ar
9. ما هو دور الثقة بالنفس في بناء علاقات عمل？,soft_skills_catchup,ar
10. كيف نتعامل مع النقد والشكوى من زملاء العمل؟,soft_skills_catchup,ar
"Here are the 20 different questions in Amharic corresponding to the intent ""soft_skills_catchup"":",soft_skills_catchup,amz
1. እርጉዕ አስፈራየተ?,soft_skills_catchup,amz
(What's your biggest challenge?),soft_skills_catchup,amz
2. አንቺ ነቅ ኢትዮጵያዊ እናቴ?,soft_skills_catchup,amz
(Are you an Ethiopian native speaker?),soft_skills_catchup,amz
3. ምክኒኩ ከፀጽን አማህሳተ?,soft_skills_catchup,amz
(What's your current job title?),soft_skills_catchup,amz
4. ያነኻስ እናቴ ኢትዮጵያዊ ክፍሎች?,soft_skills_catchup,amz
(Have you worked in Ethiopia before?),soft_skills_catchup,amz
5. አንቺ ከኤምኤልኩ እናቴ?,soft_skills_catchup,amz
(Are you an English speaker?),soft_skills_catchup,amz
6. ያጣህ ኢትዮጵያዊ ክፍሎች?,soft_skills_catchup,amz
(Have you worked in Ethiopia's private sector?),soft_skills_catchup,amz
7. አንቺ ከኤምኤልኩ እናቴ ጫድ?,soft_skills_catchup,amz
(Are you an English speaker with a degree?),soft_skills_catchup,amz
8. ኢትዮጵያዊ ክፍሎች ከኤምኤልኩ እናቴ?,soft_skills_catchup,amz
(Have you worked in Ethiopia's government sector?),soft_skills_catchup,amz
9. አንቺ ጫድ ኢትዮጵያዊ ክፍሎች?,soft_skills_catchup,amz
(Are you a graduate of an Ethiopian university?),soft_skills_catchup,amz
10. እናቴ,soft_skills_catchup,amz
Voici les 11 questions :,master_s2_notice,fr
1. Quels sont les critères pour obtenir le master S2 ?,master_s2_notice,fr
2. Comment s'applique l'échelle ECTS au master S2 ?,master_s2_notice,fr
3. Y a-t-il des cours en présence ou uniquement à distance ?,master_s2_notice,fr
4. Combien de crédits est-ce que j'ai besoin pour valider mon master S2 ?,master_s2_notice,fr
5. Quels sont les objectifs du master S2 dans le domaine [domaine] ?,master_s2_notice,fr
6. Comment je peux choisir mes spécialités au sein du master S2 ?,master_s2_notice,fr
7. Y a-t-il des stages ou des projets pratiques au cours de l'étude ?,master_s2_notice,fr
8. Combien coûte la formation pour un étudiant étranger ?,master_s2_notice,fr
9. Quels sont les délais d'inscription et de début des cours ?,master_s2_notice,fr
10. Comment je peux me préparer à mon master S2 avant le départ ?,master_s2_notice,fr
11. Y a-t-il une aide financière disponible pour les étudiants du master S2 ?,master_s2_notice,fr
"Here are the 9 different questions in English corresponding to the intent ""master_s2_notice"":",master_s2_notice,en
1. What's the deadline for submitting my master thesis?,master_s2_notice,en
2. Can I get an extension on my notice period?,master_s2_notice,en
3. How do I officially notify the university of my intention to graduate?,master_s2_notice,en
4. Do I need to submit a formal letter to confirm my graduation date?,master_s2_notice,en
5. When is the last day to make changes to my thesis title and abstract?,master_s2_notice,en
6. What are the consequences if I miss the deadline for submitting my thesis?,master_s2_notice,en
7. Can I delay my graduation ceremony due to unforeseen circumstances?,master_s2_notice,en
8. How do I request an official transcript from the university after graduating?,master_s2_notice,en
9. Is there a specific format or template required for my master's notice letter?,master_s2_notice,en
Voici les 10 questions en arabe :,master_s2_notice,ar
1. ما هو المدة النهائية لانتهاء ماستر س2؟,master_s2_notice,ar
2. هل يوجد أي شروط خاصة لمaster_s2notice?,master_s2_notice,ar
3. كيف يمكنني التسجيل في Master S2 notice؟,master_s2_notice,ar
4. ما هي التكلفة الكلية لبرنامج master s2 notice؟,master_s2_notice,ar
5. هل هناك فرصة للتعلم من خلال Master S2 notice؟,master_s2_notice,ar
6. ما هو المحتوى الرئيسي الذي سوف نستلمه في Master S2 notice?,master_s2_notice,ar
7. كيف يمكنني الحصول على شهادة بعد الانتهاء من Master S2 notice؟,master_s2_notice,ar
8. ما هي المدة الزمنية اللازمة لانتهاء Master S2 notice؟,master_s2_notice,ar
9. هل يوجد أي دعم أو مساعدة خلال فترة الدراسة في Master S2 notice؟,master_s2_notice,ar
10. ما هو أفضل طريقة للتواصل مع الفريق التدريبي في Master S2 notice؟,master_s2_notice,ar
"Voici les 20 questions générées en langue 'amz' pour l'intent ""master_s2_notice"" :",master_s2_notice,amz
1. Quel est le programme de master S2 que vous cherchez ?,master_s2_notice,amz
2. Pouvez-vous me donner un peu plus d'informations sur votre recherche de master S2 ?,master_s2_notice,amz
3. Avez-vous déjà une idée du domaine ou de la spécialité pour votre master S2 ?,master_s2_notice,amz
4. Quels sont les objectifs que vous souhaitez atteindre avec votre master S2 ?,master_s2_notice,amz
5. Êtes-vous à la recherche d'un programme de master S2 en France ?,master_s2_notice,amz
6. Pouvez-vous me dire pourquoi vous voulez faire un master S2 ?,master_s2_notice,amz
7. Avez-vous des préférences pour une école ou une université spécifique pour votre master S2 ?,master_s2_notice,amz
8. Quel est le coût approximatif que vous êtes prêt à investir dans votre formation de master S2 ?,master_s2_notice,amz
9. Êtes-vous en train d'étudier actuellement et cherchez un programme de master S2 qui s'ajuste à vos horaires ?,master_s2_notice,amz
10. Avez-vous des expériences professionnelles précédentes liées au domaine que vous souhaitez étudier pour votre master S2 ?,master_s2_notice,amz
11. Quels sont les critères clés que vous utilisez pour choisir un programme de master S2 ?,master_s2_notice,amz
12. Êtes-vous à la recherche d'un programme de master S2 en ligne ou en présence ?,master_s2_notice,amz
13. Pouvez-vous me donner des informations sur vos compétences actuelles liées au domaine que vous souhaitez étudier pour votre master S2 ?,master_s2_notice,amz
14. Quel est le délai maximal que vous êtes prêt à attendre avant de commencer votre programme de master S2 ?,master_s2_notice,amz
"15. Avez-vous déjà une idée du format d'étude (full-time, part-time, etc.) qui convient à vos besoins pour votre master S2 ?",master_s2_notice,amz
16. Êtes-vous en train de chercher un programme de master S2 avec des possibilités d'emploi ou de carrière après la fin de l'étude ?,master_s2_notice,amz
17. Quels sont les domaines que vous avez déjà étudié et qui pourrait être lié à votre recherche de master S2 ?,master_s2_notice,amz
18. Pouvez-vous me dire si vous avez des recommandations spécifiques pour un programme de master S2 en particulier ?,master_s2_notice,amz
19. Êtes-vous prêt à investir du temps et des ressources supplément,master_s2_notice,amz
Voici les 10 questions :,university_qualification,fr
Quel est le diplôme universitaire que j'ai obtenu en fin de licence ?,university_qualification,fr
Pouvez-vous me donner des informations sur l'admission à un master en France ?,university_qualification,fr
"Je suis étudiant en deuxième année d'université, quels sont mes options pour obtenir une maîtrise ?",university_qualification,fr
Comment puis-je valider mon expérience professionnelle pour obtenir un diplôme universitaire ?,university_qualification,fr
Quel est le coût de la formation continue pour obtenir un certificat d'aptitude ?,university_qualification,fr
Pouvez-vous me donner des conseils pour réussir mon doctorat en France ?,university_qualification,fr
"Je suis étudiant étranger, quels sont les formalités à suivre pour obtenir une licence française ?",university_qualification,fr
Comment puis-je poursuivre mes études après avoir obtenu ma maîtrise ?,university_qualification,fr
Quel est le processus d'admission pour un master international en université française ?,university_qualification,fr
Pouvez-vous me donner des informations sur la reconnaissance internationale de mon diplôme universitaire ?,university_qualification,fr
"Here are the 10 different questions in English corresponding to the intent ""universityqualification"":",university_qualification,en
1. What is a bachelor's degree?,university_qualification,en
2. Can I get an associate's degree online?,university_qualification,en
3. How long does it take to complete a master's program?,university_qualification,en
4. Do you need a high school diploma for university admission?,university_qualification,en
5. Is a Ph.D. required for most careers in academia?,university_qualification,en
6. Which universities offer the best programs in computer science?,university_qualification,en
7. What are the typical requirements for a scholarship application?,university_qualification,en
8. Can I transfer credits from another institution to your university?,university_qualification,en
9. How do I apply for financial aid as an international student?,university_qualification,en
10. Are there any specific courses required for admission into a nursing program?,university_qualification,en
Voici les 10 questions en arabe :,university_qualification,ar
1. ما هو الشهادة الجامعية التي تُمنح بعد ثلاث سنوات من الدراسة؟,university_qualification,ar
2. هل هناك شهادات جامعية في مجال الهندسة الكهربائية؟,university_qualification,ar
3. ما هي المدة الزمنية لاكتساب درجة البكالوريوس في جامعةsuch?,university_qualification,ar
4. كيف يمكنني الحصول على شهادة ماجستير في الاقتصاد؟,university_qualification,ar
"5. ما هو الفرق بين الشهادتين الجامعتيتين ""بكالوريس"" و""ماجستير""؟",university_qualification,ar
6. هل هناك فرصة للحصول على درجة دكتوراه في مجال الطب في جامعةsuch?,university_qualification,ar
7. ما هي الوظائف التي يمكن أن تُمنح بعد الحصول على شهادة البكالوريوس في الاقتصاد؟,university_qualification,ar
8. كيف يمكنني التسجيل في برنامج الشهادات الجامعية في جامعةsuch؟,university_qualification,ar
9. ما هو المطلوب مني لاكتساب درجة ماجستير في مجال العلوم السياسية؟,university_qualification,ar
10. هل هناك فرصة للحصول على شهادة جامعية في مجال اللغة العربية؟,university_qualification,ar
"Here are the 20 different questions in Amharic (አማርያ) corresponding to the intent ""university_qualification"":",university_qualification,amz
1. ቀጣዮች ከኩል ኤስቴም እንደሚሆኑ?,university_qualification,amz
(What is your university qualification?),university_qualification,amz
2. አካሂይ ጃሪ ቀጣዮች ከኩል ኤስቴም ነው?,university_qualification,amz
(Is the degree from a well-known university?),university_qualification,amz
3. እንደሚሆኑ ጃሪ ቀጣዮች ከኩል ኤስቴም?,university_qualification,amz
(What is the degree from that university?),university_qualification,amz
4. አካሂይ ኤስቴም ቀጣዮች ከኩል ነው?,university_qualification,amz
(Is it a well-known university qualification?),university_qualification,amz
5. እንደሚሆኑ ኤስቴም ቀጣዮች?,university_qualification,amz
(What is the university qualification?),university_qualification,amz
6. አካሂይ ጃሪ ኤስቴም ቀጣዮች ነው?,university_qualification,amz
(Is it a well-known degree from that university?),university_qualification,amz
7. እንደሚሆኑ አካሂይ ኤስቴም ቀጣዮች?,university_qualification,amz
(What is the well-known degree from that university?),university_qualification,amz
8. እንደሚሆኑ አካሂይ ጃሪ ቀ,university_qualification,amz
Voici les 10 questions :,2019_qualifications,fr
1. Quels sont les critères de qualification pour le Tournoi des Six Nations en 2019 ?,2019_qualifications,fr
2. Qui a remporté le titre de champion du monde de rugby à XV en 2015 et s'est-elle qualifiée pour la Coupe du Monde 2019 ?,2019_qualifications,fr
3. Les États-Unis ont-ils obtenu leur qualification pour la Coupe du Monde de Rugby 2019 ?,2019_qualifications,fr
4. Quel est le nombre d'équipes qui se sont qualifiées pour la Coupe du Monde de Rugby féminine en 2019 ?,2019_qualifications,fr
5. La France a-t-elle atteint les qualifications pour l'Euro 2020 à partir des éliminatoires de qualification de l'UEFA Nations League 2018-2019 ?,2019_qualifications,fr
6. Quels sont les pays qui se sont qualifiés pour la Coupe du Monde de Rugby 2019 en tant que vainqueurs de leur groupe ou en tant qu'un des meilleurs deuxièmes ?,2019_qualifications,fr
"7. La Nouvelle-Zélande a-t-elle obtenu sa qualification directement pour la Coupe du Monde de Rugby 2019, sans passer par les éliminatoires ?",2019_qualifications,fr
8. Quel est le nombre d'équipes qui se sont qualifiées pour la Ligue des Nations masculine en 2019 ?,2019_qualifications,fr
9. La Roumanie a-t-elle atteint les qualifications pour l'Euro 2020 à partir des éliminatoires de qualification de l'UEFA Nations League 2018-2019 ?,2019_qualifications,fr
"10. Quels sont les pays qui se sont qualifiés pour la Coupe du Monde de Rugby féminine en 2019, après avoir remporté leur groupe ou été le meilleur deuxième ?",2019_qualifications,fr
"Here are the 10 different questions in English corresponding to the intent ""2019 qualifications"":",2019_qualifications,en
1. What were the qualification requirements for the 2019 World Cup?,2019_qualifications,en
2. Who qualified directly from their group stage in the 2019 Champions League?,2019_qualifications,en
3. How many teams qualified automatically for the 2020 European Championship based on their 2019 performances?,2019_qualifications,en
4. Which team won the most qualifying matches in the UEFA Nations League in 2018-19?,2019_qualifications,en
5. What was the qualification process like for the 2019 Rugby World Cup?,2019_qualifications,en
6. Who topped Group E in the 2019 African Cup of Nations qualifiers?,2019_qualifications,en
7. How many teams qualified from each confederation for the 2022 FIFA World Cup based on their performances in 2019 and early 2020?,2019_qualifications,en
8. Which team won all six matches in the UEFA Euro 2020 qualifying group stage?,2019_qualifications,en
9. What were the qualification criteria for the 2019 Cricket World Cup?,2019_qualifications,en
10. Who finished second behind France in Group A of the 2019 European Championship qualifiers?,2019_qualifications,en
Voici les 10 questions en arabe :,2019_qualifications,ar
1. ما هو تاريخ نهاية التسجيل للاعتبارات في عام 2019؟,2019_qualifications,ar
2. كيف يمكنني الحصول على شهادة الاعتبار من الاتحاد الدولي لكرة القدم؟,2019_qualifications,ar
3. ما هي المعدلات التي يجب أن تتوفر لدى اللاعبينเพื่تكون مؤهلين لعام 2019؟,2019_qualifications,ar
4. هل هناك أي متطلبات إضافية للاعتبارات في عام 2019؟,2019_qualifications,ar
5. كيف يمكنني الحصول على تصريح الاعتبار من الاتحاد الدولي لكرة القدم؟,2019_qualifications,ar
6. ما هو المعدل الأدنى الذي يجب أن يتوفر لدى اللاعبينเพื่تكون مؤهلين لعام 2019؟,2019_qualifications,ar
7. هل هناك أي تغييرات في متطلبات الاعتبارات لعام 2019؟,2019_qualifications,ar
8. كيف يمكنني الحصول على شهادة الاعتبار من الاتحاد الدولي لكرة القدم في عام 2019؟,2019_qualifications,ar
9. ما هو تاريخ بدأ التسجيل للاعتبارات في عام 2019؟,2019_qualifications,ar
10. هل هناك أي رسوم إضافية للاعتبارات في عام 2019؟,2019_qualifications,ar
"Voici les 20 questions en langage Amazone (Amz) correspondantes à l'intent ""2019_qualifications"":",2019_qualifications,amz
1. Quels sont les critères de qualification pour le championnat du monde de football 2018 ?,2019_qualifications,amz
2. Comment fonctionnait la procédure d'admission au concours de beauté Miss Univers en 2019 ?,2019_qualifications,amz
3. Quel est le score minimal requis pour obtenir une bourse à l'université en 2019 ?,2019_qualifications,amz
4. Lesquels sont les pays qui ont obtenu leur qualification directe pour la Coupe du monde de football 2022 ?,2019_qualifications,amz
5. Comment s'est déroulée la procédure d'admission au concours de musique Eurovision 2019 ?,2019_qualifications,amz
6. Quel est le nombre minimal de points nécessaires pour obtenir une médaille aux Jeux Olympiques en 2018 ?,2019_qualifications,amz
7. Lesquels sont les joueurs qui ont obtenu leur qualification directe pour la Ligue des champions UEFA 2020-21 ?,2019_qualifications,amz
8. Comment fonctionnait l'épreuve d'admission au concours de danse World of Dance en 2019 ?,2019_qualifications,amz
9. Quel est le score minimal requis pour obtenir une place dans les équipes nationales de football en 2019 ?,2019_qualifications,amz
10. Lesquels sont les pays qui ont obtenu leur qualification directe pour la Coupe du monde féminine de football 2023 ?,2019_qualifications,amz
11. Comment s'est déroulée la procédure d'admission au concours de chant America's Got Talent en 2019 ?,2019_qualifications,amz
12. Quel est le nombre minimal de points nécessaires pour obtenir une médaille aux Jeux Paralympiques en 2018 ?,2019_qualifications,amz
13. Lesquels sont les joueurs qui ont obtenu leur qualification directe pour la NBA draft 2020 ?,2019_qualifications,amz
14. Comment fonctionnait l'épreuve d'admission au concours de musique The Voice en 2019 ?,2019_qualifications,amz
15. Quel est le score minimal requis pour obtenir une place dans les équipes nationales de basket-ball en 2019 ?,2019_qualifications,amz
16. Lesquels sont les pays qui ont obtenu leur qualification directe pour la Coupe du monde masculine de hockey sur glace 2022 ?,2019_qualifications,amz
17. Comment s'est déroulée la procédure d'admission au concours de danse So You Think You Can Dance en 2019 ?,2019_qualifications,amz
18. Quel est,2019_qualifications,amz
"Here are the 20 different questions in Amharic corresponding to the intent ""online schooling info"":",online_schooling_info,amz
1. አዲስ ተረጃጅን እናቴ። (What is online learning?),online_schooling_info,amz
2. ካምነቱ ክልᎩ አላማ? (How does it work?),online_schooling_info,amz
3. ከጣንኤናቴ። (What are the benefits of online learning?),online_schooling_info,amz
4. እንጀት ክልᎩ ያህ? (Is it suitable for everyone?),online_schooling_info,amz
5. አጽነቱ ከኤናቴ። (What are the requirements to start online learning?),online_schooling_info,amz
6. እንጀት ያህ? (Is it free or paid?),online_schooling_info,amz
7. አጽነቱ ክልᎩ ከኤናቴ። (What are the pros and cons of online learning?),online_schooling_info,amz
8. እንጀት ያህ? (Is it recognized by employers or universities?),online_schooling_info,amz
9. አጽነቱ ክልᎩ ከኤናቴ። (What are the most popular online courses?),online_schooling_info,amz
10. እንጀት ያህ? (Is it suitable for students with disabilities?),online_schooling_info,amz
11. አጽነቱ ክልᎩ ከኤናቴ። (What are the most popular online learning platforms?),online_schooling_info,amz
12. እንጀት ያህ? (Is it suitable for working professionals?),online_schooling_info,amz
13. አጽነቱ ክልᎩ ከኤናቴ። (What are the most popular online degree programs?),online_schooling_info,amz
14.,online_schooling_info,amz
Voici les 10 questions :,theses_2019_access,fr
1. Quels sont les critères pour accéder aux thèses de doctorat en ligne ?,theses_2019_access,fr
2. Comment puis-je télécharger ma thèse de doctorat sur le site des archives ouvertes ?,theses_2019_access,fr
3. Est-ce que toutes les thèses de doctorat sont accessibles gratuitement ?,theses_2019_access,fr
4. Pouvez-vous me donner la liste des universités qui ont mis leurs thèses à disposition en ligne ?,theses_2019_access,fr
5. Comment puis-je consulter une thèse de doctorat sur le site des archives ouvertes ?,theses_2019_access,fr
6. Quel est le processus pour télécharger ma thèse de doctorat sur Gallica ?,theses_2019_access,fr
7. Est-ce que les thèses de doctorat sont accessibles à partir d'un ordinateur portable ?,theses_2019_access,fr
8. Comment puis-je accéder aux résumés des thèses de doctorat en ligne ?,theses_2019_access,fr
9. Pouvez-vous me donner la liste des disciplines scientifiques qui ont mis leurs thèses à disposition en ligne ?,theses_2019_access,fr
10. Quels sont les formats de fichiers acceptés pour télécharger une thèse de doctorat ?,theses_2019_access,fr
"Here are the 8 different questions in English corresponding to the intent ""theses_2019_access"":",theses_2019_access,en
1. Can I access the list of 2019 thesis titles?,theses_2019_access,en
2. How do I get a copy of my colleague's 2019 thesis?,theses_2019_access,en
3. Are there any restrictions on accessing 2019 theses online?,theses_2019_access,en
4. What is the process for requesting an electronic version of a 2019 thesis?,theses_2019_access,en
"5. Do you have access to all 2019 theses, or are some restricted?",theses_2019_access,en
6. Can I borrow a physical copy of my friend's 2019 thesis from your library?,theses_2019_access,en
7. How do I find out if a specific 2019 thesis is available for download?,theses_2019_access,en
8. Are there any fees associated with accessing or downloading 2019 theses?,theses_2019_access,en
Voici les 10 questions en arabe :,theses_2019_access,ar
1. ما هو الملف الشخصي لثيسيس 2019؟,theses_2019_access,ar
2. كيف يمكنني الحصول على نسخة من أطروحة 2019؟,theses_2019_access,ar
3. هل ثيسيس 2019 متاح للتحميل؟,theses_2019_access,ar
4. ما هي التكلفة التي يجب دفعها للحصول على أطروحة 2019؟,theses_2019_access,ar
5. كيفية طلب نسخة من أطروحة 2019؟,theses_2019_access,ar
6. ما هو المدة الزمنية لطلب نسخة من أطروحة 2019؟,theses_2019_access,ar
7. هل ثيسيس 2019 متاح في كل مكان؟,theses_2019_access,ar
8. ما هي اللغة التي كتبت بها أطروحة 2019؟,theses_2019_access,ar
9. كيف يمكنني الحصول على ملخص عن أطروحة 2019؟,theses_2019_access,ar
10. ما هو الملف الشخصي لثيسيس 2019؟,theses_2019_access,ar
"Voici les 20 questions générées en langue 'amz' correspondantes à l'intent ""theses_2019_access"":",theses_2019_access,amz
1. Quels sont les thèmes de recherche couverts dans les thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
2. Pouvez-vous me donner la liste des universités qui ont publié des thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
3. Comment puis-je accéder aux thèses de doctorat déposées en 2019 sur le site web d'une université spécifique ?,theses_2019_access,amz
4. Quels sont les domaines scientifiques prioritaires dans les thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
5. Est-ce que je peux télécharger des thèses de doctorat accessibles en 2019 gratuitement ou est-il nécessaire de payer une somme d'argent ?,theses_2019_access,amz
6. Pouvez-vous me donner la liste des chercheurs qui ont publié des thèses de doctorat accessibles en 2019 dans un domaine spécifique ?,theses_2019_access,amz
7. Comment puis-je trouver les informations sur l'auteur et le titre d'une thèse de doctorat accessible en 2019 ?,theses_2019_access,amz
8. Quels sont les langages utilisés pour rédiger les thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
9. Est-ce que je peux consulter des extraits de thèses de doctorat accessibles en 2019 avant de télécharger l'intégralité du document ?,theses_2019_access,amz
10. Quels sont les formats de fichiers utilisés pour stocker les thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
11. Comment puis-je accéder aux résumés des thèses de doctorat accessibles en 2019 sur un site web spécifique ?,theses_2019_access,amz
12. Pouvez-vous me donner la liste des institutions qui ont publié des thèses de doctorat accessibles en 2019 dans un domaine spécifique ?,theses_2019_access,amz
13. Quels sont les critères pour évaluer l'importance d'une thèse de doctorat accessible en 2019 ?,theses_2019_access,amz
14. Comment puis-je trouver une thèse de doctorat accessible en 2019 sur un sujet précis ?,theses_2019_access,amz
15. Est-ce que je peux consulter des témoignages de chercheurs qui ont publié des thèses de doctorat accessibles en 2019 ?,theses_2019_access,amz
16. Quels sont les outils utilisés pour analy,theses_2019_access,amz
Voici les 10 questions :,pfe_module_notice,fr
Qu'est-ce que je dois savoir avant de commencer le module ?,pfe_module_notice,fr
Le module notice est-il obligatoire pour tous les étudiants ?,pfe_module_notice,fr
Pouvez-vous me donner un aperçu du contenu du module ?,pfe_module_notice,fr
Comment puis-je obtenir des informations supplémentaires sur le module ?,pfe_module_notice,fr
Est-ce que j'ai besoin d'une prérequis spécifique pour suivre ce module ?,pfe_module_notice,fr
Quel est l'objectif principal de ce module notice ?,pfe_module_notice,fr
Y a-t-il une évaluation finale dans ce module ?,pfe_module_notice,fr
Pouvez-vous me donner un exemple concret du travail attendu dans ce module ?,pfe_module_notice,fr
Comment puis-je demander de l'aide si je rencontre des difficultés ?,pfe_module_notice,fr
Est-ce que j'ai la possibilité de choisir entre plusieurs thèmes ou sujets ?,pfe_module_notice,fr
"Here are the 10 different questions in English corresponding to the intent ""pfe_module_notice"":",pfe_module_notice,en
1. What is the notice period for this module?,pfe_module_notice,en
2. Can I get a refund if I drop out of the course during the notice period?,pfe_module_notice,en
3. How much time do I have before my payment becomes non-refundable?,pfe_module_notice,en
4. Is there any penalty for not giving enough notice when dropping out?,pfe_module_notice,en
5. When does the notice period start and end for this module?,pfe_module_notice,en
6. Can I get a full refund if I give proper notice within the allowed timeframe?,pfe_module_notice,en
7. What happens to my payment if I don't provide sufficient notice before withdrawing?,pfe_module_notice,en
8. How many days' notice do I need to give to receive a partial refund?,pfe_module_notice,en
9. Is there any additional fee associated with giving late notice for this module?,pfe_module_notice,en
10. Can I get an extension on the notice period due to unforeseen circumstances?,pfe_module_notice,en
Voici les 10 questions en arabe :,pfe_module_notice,ar
1. ما هو الإشعار؟,pfe_module_notice,ar
2. هل يوجد إشعارات جديدة في الموديول؟,pfe_module_notice,ar
3. كيف أستقبل الإشعارات في الموديول؟,pfe_module_notice,ar
4. ما هي أنواع الإشعارات المتوفرة في الموديول؟,pfe_module_notice,ar
5. هل يمكنني تعديل الإشعارات في الموديول؟,pfe_module_notice,ar
6. ما هو الغرض من الإشعار في الموديول؟,pfe_module_notice,ar
7. كيف أتصل بالإشعارات في الموديول؟,pfe_module_notice,ar
8. هل يوجد حد أقصى لعدد الإشعارات التي يمكن أن تظهر في الموديول؟,pfe_module_notice,ar
9. ما هي الأهمية من الإشعارات في الموديول؟,pfe_module_notice,ar
10. هل يمكنني حذف الإشعارات غير الضرورية في الموديول؟,pfe_module_notice,ar
"Voici les 20 questions générées en langue 'amz' pour l'intent ""pfe_module_notice"" :",pfe_module_notice,amz
1. Quel est le nom du module de formation ?,pfe_module_notice,amz
2. Pouvez-vous me donner des informations sur ce cours ?,pfe_module_notice,amz
3. Est-ce un cours obligatoire ou facultatif ?,pfe_module_notice,amz
4. Combien de temps dure le module de formation ?,pfe_module_notice,amz
5. Y a-t-il une évaluation finale pour ce cours ?,pfe_module_notice,amz
6. Qui sont les enseignants responsables du module ?,pfe_module_notice,amz
7. Quels sont les objectifs du module de formation ?,pfe_module_notice,amz
8. Est-ce un cours en ligne ou en présentiel ?,pfe_module_notice,amz
9. Pouvez-vous me donner des informations sur le contenu du cours ?,pfe_module_notice,amz
10. Y a-t-il une certification à la fin du cours ?,pfe_module_notice,amz
11. Combien coûte ce module de formation ?,pfe_module_notice,amz
12. Quels sont les prérequis pour suivre ce cours ?,pfe_module_notice,amz
13. Est-ce un cours destiné aux débutants ou aux expérimentés ?,pfe_module_notice,amz
14. Pouvez-vous me donner des informations sur l'organisation du temps d'étude ?,pfe_module_notice,amz
15. Y a-t-il une communauté en ligne pour discuter avec les autres étudiants ?,pfe_module_notice,amz
16. Quels sont les moyens de communication utilisés pendant le cours ?,pfe_module_notice,amz
17. Est-ce un cours qui se concentre sur la théorie ou la pratique ?,pfe_module_notice,amz
18. Pouvez-vous me donner des informations sur l'assiduité requise pour ce cours ?,pfe_module_notice,amz
